Laptop,Status,Brand,Country_code,Model,CPU,RAM,Storage,Storage type,Screen,Touch,Price
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/15.6"" + Windows 11 Home",New,Alurin,CD,Flex Advance,Intel Core i5,8,500,SSD,15.6,No,600
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6"" Plata",New,HP,CF,250,Intel Core i5,16,512,SSD,15.6,No,609.01
"HP ChromeBook 14b-na0013ns AMD Athlon Silver 3050C/4GB/64GB eMMC/14""",New,HP,CG,Chromebook,AMD Athlon,4,64,eMMC,14,No,419
"Gigabyte AORUS 15X ASF-B3ES754SH Intel Core i9-13900HX/16GB/1TB SSD/RTX 4070/15.6""",New,Gigabyte,CH,Aorus,Intel Core i9,16,1000,SSD,15.6,No,2179
"Microsoft Surface Pro 9 Grafito Intel Evo Core i7-1255U/16GB/256GB SSD/13"" T谩ctil",New,Microsoft,CI,Surface Pro,Intel Evo Core i7,16,256,SSD,13,Yes,1859
"Apple MacBook Pro Apple M2 Pro 10 N煤cleos/32GB/512GB SSD/14.2"" Gris Espacial",New,Apple,CK,MacBook Pro,Apple M2 Pro,32,512,SSD,14.2,No,2719
"MSI Modern 15 B12M-025XES Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,MSI,CL,Modern,Intel Core i5,8,512,SSD,15.6,No,799
"MSI Stealth 14 Studio A13VF-049XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/14""",New,MSI,CM,Stealth,Intel Core i7,16,1000,SSD,14,No,2159
ASUS M515UA-R75BLHDSS1 AMD Ryzen 7 5700U/8GB/512GB SSD/15.6'' (PT),New,Asus,CN,M515UA,AMD Ryzen 7,8,512,SSD,15.6,No,683.81
"MSI Creator M16 B13UDX-684XES Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/16""",New,MSI,CO,Creator,Intel Core i7,32,1000,SSD,16,No,1699.01
"ASUS ROG Flow Z13 2023 GZ301VU-MU006W Intel Core i9-13900H/16GB/1TB SSD/RTX 4050/13.4"" T谩ctil",New,Asus,CR,ROG,Intel Core i9,16,1000,SSD,13.4,Yes,2099
"Apple MacBook Pro Apple M2 Pro 10 N煤cleos/32GB/1TB SSD/14.2"" Gris Espacial",New,Apple,CU,MacBook Pro,Apple M2 Pro,32,1000,SSD,14.2,No,2939.01
"MSI Summit E16 Flip A13VET-084XES Intel Core i7-1360P/32GB/1TB SSD/RTX 4050/16"" T谩ctil",New,MSI,CV,Summit,Intel Core i7,32,1000,SSD,16,Yes,2099
"HP Notebook 14S-dq0009ns Intel Celeron N4020/4GB/64GB eMMC/14""",New,HP,CX,Notebook,Intel Celeron,4,64,eMMC,14,No,329
"Asus M515UA-EJ374 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Asus,CY,M515UA,AMD Ryzen 5,8,512,SSD,15.6,No,402.99
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/256 GB SSD/15.6""",New,Lenovo,CZ,V15,Intel Core i5,8,256,SSD,15.6,No,461.32
"Lenovo ThinkPad T480 Intel Core i5-8350U/16GB/256GB SSD/14""",Refurbished,Lenovo,DE,ThinkPad,Intel Core i5,16,256,SSD,14,No,574
"ASUS ROG Strix Scar 16 2023 G634JZ-NM010W Intel Core i9-13980HX/32GB/2TB SSD/RTX 4080/16""",New,Asus,DJ,ROG,Intel Core i9,32,2000,SSD,16,No,3499.01
"Microsoft Surface Laptop 5 Alc谩ntara Intel Evo Core i5-1235U/8GB/512GB SSD/13.5"" T谩ctil",New,Microsoft,DK,Surface Laptop,Intel Evo Core i5,8,512,SSD,13.5,Yes,1419
"Microsoft Surface Pro 9 Zafiro Intel Evo Core i5-1235U/8GB/256GB SSD/13"" T谩ctil",New,Microsoft,DM,Surface Pro,Intel Evo Core i5,8,256,SSD,13,Yes,1299
"LG Gram 17ZD90R-G.AX75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,LG,DO,Gram,Intel Evo Core i7,16,512,SSD,17,No,1699
"HP 470 G9 Intel Core i7-1255U/16GB/512GB SSD/MX550/17.3""",New,HP,DZ,470,Intel Core i7,16,512,SSD,17.3,No,1300
"ASUS F1500EA-BQ3072 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,EC,VivoBook,Intel Core i3,8,512,SSD,15.6,No,372
"Razer Blade 16 Doble Resoluci贸n UHD+/FHD+ Intel Core i9-13950HX/32GB/2TB SSD/RTX 4090/16""",New,Razer,EE,Blade,Intel Core i9,32,2000,SSD,16,No,4999.01
"Asus Rog Strix G15 G513QR-HF118 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX3070/15.6""",New,Asus,EG,ROG,AMD Ryzen 7,32,1000,SSD,15.6,No,2079.01
"Dell Vostro 3520 Intel Core i7-1255U/16 GB/512GB SSD/15.6"" (PT)",New,Dell,EH,Vostro,Intel Core i7,16,512,SSD,15.6,No,997.79
"LG Gram 14ZB90Q Intel Core i5-1240P/16GB/512GB SSD/14""",New,LG,ER,Gram,Intel Core i5,16,512,SSD,14,No,1149
"Primux Ioxbook 15CA Intel Celeron N4000/8GB/256GB SSD/15.6""",New,Primux,ES,Ioxbook,Intel Celeron,8,256,SSD,15.6,No,229
"HP 15S-FQ2173NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,ET,15S,Intel Core i3,8,256,SSD,15.6,No,552.33
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/16GB/512GB SSD/16.2"" Gris Espacial",New,Apple,FI,MacBook Pro,Apple M2 Pro,16,512,SSD,16.2,No,2729.01
"Microsoft Surface Pro 9 Grafito Intel Evo Core i5-1235U/8GB/256GB SSD/13"" T谩ctil",New,Microsoft,FJ,Surface Pro,Intel Evo Core i5,8,256,SSD,13,Yes,1299
"Alurin Go Intel Pentium N4200/8GB/256GB SSD/nOS/14.1""",New,Alurin,FK,Go,Intel Pentium,8,256,SSD,14.1,No,329.91
"HP Spectre x360 14-ef0003ns Intel Evo Core i7-1255U/16GB/1TB SSD/13.5"" T谩ctil",New,HP,FM,Spectre,Intel Evo Core i7,16,1000,SSD,13.5,Yes,1699.01
"LG Gram 15Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/15""",New,LG,FO,Gram,Intel Evo Core i7,32,1000,SSD,15,No,1929.01
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16""",New,Samsung,FR,Galaxy Book,Intel Evo Core i7,16,512,SSD,16,No,1949.99
"Lenovo ThinkPad L15 Gen 3 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Lenovo,GA,ThinkPad,Intel Core i5,8,256,SSD,15.6,No,1174.99
"Lenovo IdeaPad Gaming 3 15ACH6-302 AMD Ryzen 5 5600H/8GB/256 SSD/GTX1650/15.6"" (PT)",New,Lenovo,GB,IdeaPad,AMD Ryzen 5,8,256,SSD,15.6,No,834.11
"Alurin Flex Intel Core i3-10110U/8GB/128GB SSD/nOS/14""",New,Alurin,GD,Flex,Intel Core i3,8,128,SSD,14,No,399
"Medion Akoya E15301 MD62123 AMD Ryzen 3 3200U/8GB/256 GB SSD/15.6""",New,Medion,GE,Akoya,AMD Ryzen 3,8,256,SSD,15.6,No,529
"Microsoft Surface Laptop 4 Platino AMD Ryzen 7 4980U/8GB/256 GB SSD/15"" T谩ctil",New,Microsoft,GF,Surface Laptop,AMD Ryzen 7,8,256,SSD,15,Yes,1449
"Razer Blade 16 QHD+ Intel Core i9-13950HX/16GB/1TB SSD/RTX 4060/16""",New,Razer,GG,Blade,Intel Core i9,16,1000,SSD,16,No,3099
"Razer Blade 16 QHD+ Intel Core i9-13950HX/16GB/1TB SSD/RTX 4070/16""",New,Razer,GH,Blade,Intel Core i9,16,1000,SSD,16,No,3499.01
"Alurin AMD R5 5500U 15.6"" 8 256 con SO",New,Alurin,GI,Alurin,AMD Radeon 5,8,256,,15.6,No,499
"Alurin Flex Advance AMD Ryzen 5 5500U/8GB/500GB SSD/15.6"" + Windows 11 Home",New,Alurin,GL,Flex Advance,AMD Ryzen 5,8,500,SSD,15.6,No,559
"Razer Blade 16 Dual UHD+FHD+ Intel Core i9-13950HX/32GB/1TB SSD/RTX 4070/16""",New,Razer,GM,Blade,Intel Core i9,32,1000,SSD,16,No,3799.99
"ASUS ZenBook 14 OLED UX3402VA-KM005W Intel Evo Core i7-1360P/16GB/512GB SSD/14""",New,Asus,GN,ZenBook,Intel Evo Core i7,16,512,SSD,14,No,1259.01
"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,Alurin,GP,Flex Advance,Intel Core i5,8,256,SSD,15.6,No,440
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Plata",New,Apple,GQ,MacBook Air,Apple M2,8,256,SSD,15.3,No,1599
"HP 250 G9 Intel Core i3-1215U/8GB/512GB SSD/15.6""",New,HP,GR,250,Intel Core i3,8,512,SSD,15.6,No,398.1
"ASUS ROG Strix G17 G713PV-HX058 AMD Ryzen 9 7845HX/32GB/1TB SSD/RTX 4060/17.3""",Refurbished,Asus,GS,ROG,AMD Ryzen 9,32,1000,SSD,17.3,No,2099
"HP 15s-fq4106ns Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,GT,15S,Intel Core i5,8,256,SSD,15.6,No,454.33
"HP 15S-FQ4059NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,GU,15S,Intel Core i5,8,512,SSD,15.6,No,494.81
"Alurin Flex Advance AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Alurin,GW,Flex Advance,AMD Ryzen 5,8,256,SSD,15.6,No,399
"ASUS TUF Gaming F15 Fx506lhb-hn359 Intel Core i5-10300H/16GB/512GB SSD/GTX 1650/15.6""",New,Asus,GY,TUF,Intel Core i5,16,512,SSD,15.6,No,719.01
"Alurin Intel Core I7 12th 15.6"" 16 500 con SO",New,Alurin,GZ,Alurin,Intel Core i7,8,500,,15.6,No,869
"HP 250 G9 Intel Core i7-1255U/16 GB/512GB SSD/15.6"" Plata",New,HP,HK,250,Intel Core i7,16,512,SSD,15.6,No,824
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/32GB/1TB SSD/16.2"" Gris Espacial",New,Apple,HM,MacBook Pro,Apple M2 Pro,32,1000,SSD,16.2,No,3499.01
"Lenovo V15 G2 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Negro",New,Lenovo,HN,V15,Intel Core i3,8,256,SSD,15.6,No,495.99
"MSI Raider GE78HX 13VG-040ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17""",New,MSI,HR,Raider,Intel Core i7,32,1000,SSD,17,No,2999
"Lenovo ThinkBook 15p Intel Core i7-10750H/16GB/1TB SSD/GTX 1650Ti/15.6""",New,Lenovo,HT,ThinkBook,Intel Core i7,16,1000,SSD,15.6,No,1219
"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,HU,ThinkPad,Intel Core i7,16,512,SSD,15.6,No,1395
"ASUS ExpertBook B1 B1502CBA-EJ0425 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ID,ExpertBook,Intel Core i5,16,512,SSD,15.6,No,695
"MSI Creator Z16 HX Studio B13VFTO-027ES Intel Core i9-13950HX/64GB/2TB SSD/RTX 4060/16"" T谩ctil",New,MSI,IE,Creator,Intel Core i9,64,2000,SSD,16,Yes,3061.31
"HP 250 G9 Intel Core i3-1215U/8 GB/512GB SSD/15.6""",New,HP,IL,250,Intel Core i3,8,512,SSD,15.6,No,453
"Acer Chromebook 317 Intel Celeron N4500/8GB/128GB eMMC/17.3""",New,Acer,IM,Chromebook,Intel Celeron,8,128,eMMC,17.3,No,499
"Dynabook Toshiba Satellite Pro C50-G-10F Intel Core i7-10510U/8 GB/256GB SSD/15.6""",New,Dynabook Toshiba,IN,Satellite Pro,Intel Core i7,8,256,SSD,15.6,No,699
"HP 15S-FQ2160NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,IO,15S,Intel Core i3,8,256,SSD,15.6,No,393.59
Dell XPS 13 9315 Intel Core i5-1230U/16GB/512GB SSD/13.4'' (PT),New,Dell,IQ,XPS,Intel Core i5,16,512,SSD,13.4,No,2063.26
"HP OMEN 17-ck2001ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4080/17.3""",New,HP,IR,Omen,Intel Core i7,32,1000,SSD,17.3,No,2999.01
"Lenovo Legion Pro 7 16IRX8 Intel Core i9-13900HX/32GB/1TB SSD/RTX 4070/16""",New,Lenovo,IS,Legion,Intel Core i9,32,1000,SSD,16,No,2689.01
"Acer ConceptD 3 CN316-73G-74FZ Intel Core i7-11800H/16GB/512GB SSD/GTX 1650/16""",New,Acer,IT,ConceptD,Intel Core i7,16,512,SSD,16,No,1799
"Lenovo V15 G3 IAP Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Lenovo,JE,V15,Intel Core i5,8,512,SSD,15.6,No,579.9
"Acer Predator Helios 300 PH317-55 Intel Core i7-11800H/16GB/1TB SSD/RTX3060/17.3""",New,Acer,JM,Predator,Intel Core i7,16,1000,SSD,17.3,No,1799
"ASUS F515EA-BQ1625W Intel Core i3-1115G4/8GB/256GB/15.6""",New,Asus,JO,F515,Intel Core i3,8,256,,15.6,No,408
"Acer Chromebook 516 GE CBG516-1H-72EW Intel Core i7-1260P/16GB/256GB SSD/16""",New,Acer,JP,Chromebook,Intel Core i7,16,256,SSD,16,No,1139.01
"Acer Nitro 5 AN515-45-R5ZJ AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3080/15.6""",New,Acer,KE,Nitro,AMD Ryzen 9,16,1000,SSD,15.6,No,2399.01
"Dell Latitude 9510 Intel Core i5-10210U/8GB/256GB SSD/15""",New,Dell,KG,Latitude,Intel Core i5,8,256,SSD,15,No,1599
Lenovo IdeaPad IP 5 Chrome 16IAU7 Intel Core i5-1235U/8GB/512GB SSD/16'' (PT),New,Lenovo,KH,IdeaPad,Intel Core i5,8,512,SSD,16,No,1274.37
"Lenovo Legion 5 15ACH6-276 Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6"" (PT)",New,Lenovo,KI,Legion,AMD Ryzen 7,16,1000,SSD,15.6,No,1553.68
"MSI Creator Pro M16 B13VI-1023ES Intel Core i7-13700H/16GB/1TB SSD/RTX A1000/16""",New,MSI,KM,Creator,Intel Core i7,16,1000,SSD,16,No,1980.2
"MSI Creator Pro M16 B13VI-1024XES Intel Core i7-13700H/16GB/1TB SSD/RTX A1000/16""",New,MSI,KN,Creator,Intel Core i7,16,1000,SSD,16,No,1772.43
"MSI Creator Pro M16 B13VK-1021ES Intel Core i7-13700H/32GB/1TB SSD/RTX 3000/16""",New,MSI,KP,Creator,Intel Core i7,32,1000,SSD,16,No,2707.44
"MSI Katana 17 B13VFK-087ES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,KR,Katana,Intel Core i7,16,1000,SSD,17.3,No,1999
"ASUS ExpertBook B3 Flip B3402FEA-EC0765X Intel Core i5-1135G7/8GB/256GB SSD/14"" T谩ctil",New,Asus,KW,ExpertBook,Intel Core i5,8,256,SSD,14,Yes,839
"ASUS P1412CEA-EK1154X Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Asus,KY,ExpertBook,Intel Core i5,16,512,SSD,14,No,650.13
"Microsoft Surface Pro 9 Grafito Intel Evo Core i7-1255U/16GB/512GB SSD/13"" T谩ctil",New,Microsoft,KZ,Surface Pro,Intel Evo Core i7,16,512,SSD,13,Yes,2189
"Microsoft Surface Laptop Studio Intel Core i5-11300H/16GB/256GB SSD/14.4"" T谩ctil Platino",New,Microsoft,LA,Surface Laptop,Intel Core i5,16,256,SSD,14.4,Yes,1699.01
"ASUS ExpertBook B1 B1502CBA-EJ0439 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,LB,ExpertBook,Intel Core i7,16,512,SSD,15.6,No,800
"HP EliteBook 850 G4 i5-7300U/8GB/256GB SSD/15.6""",Refurbished,HP,LC,EliteBook,Intel Core i5,8,256,SSD,15.6,No,675
"MSI Creator M16 A12UC-090XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050/16""",New,MSI,LI,Creator,Intel Core i7,16,1000,SSD,16,No,1499
"HP 15S-EQ2051NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,LK,15S,AMD Ryzen 3,8,256,SSD,15.6,No,431.99
"HP ProBook 455 G10 AMD Ryzen 7 7730U/16GB/512GB SSD/15.6""",New,HP,LR,ProBook,AMD Ryzen 7,16,512,SSD,15.6,No,899.99
"ASUS E510MA-EJ1188W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,LS,E510,Intel Celeron,8,256,SSD,15.6,No,329.99
"Alurin Go Intel Pentium N4200/8GB/256GB SSD/14.1""",New,Alurin,LT,Go,Intel Pentium,8,256,SSD,14.1,No,399
"HP ProBook 450 G9 Intel Core i7-1255U/16GB/1TB SSD/15.6""",New,HP,LU,ProBook,Intel Core i7,16,1000,SSD,15.6,No,1312
HP Victus 16-d1012np Intel Core i7-12700H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),New,HP,LV,Victus,Intel Core i7,8,512,SSD,16.1,No,1329.51
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1135G7/8 GB/512GBSSD/15.6""",New,Lenovo,LY,IdeaPad,Intel Core i5,8,512,SSD,15.6,No,599
Acer Extensa 15 EX215-54 Intel Core i5-1135G7/8GB/256GB SSD,New,Acer,MA,Extensa,Intel Core i5,8,256,SSD,,No,524.99
"MSI Modern 14 C12M-052ES Intel Core i7-1255U/16GB/1TB SSD/14""",New,MSI,MC,Modern,Intel Core i7,16,1000,SSD,14,No,1149
"Microsoft Surface Pro 6 Intel Core i5-8250U/8GB/256GB SSD/12.3"" T谩ctil",Refurbished,Microsoft,MD,Surface Pro,Intel Core i5,8,256,SSD,12.3,Yes,1349
"MSI Creator Z16 HX Studio B13VGTO-032ES Intel Core i9-13950HX/64GB/1TB SSD/RTX 4070/16"" T谩ctil",New,MSI,ME,Creator,Intel Core i9,64,1000,SSD,16,Yes,3289.01
"MSI Creator Z17 HX Studio A13VGT-041ES Intel Core i9-13950HX/64GB/2TB SSD/RTX 4070/17"" T谩ctil",Refurbished,MSI,MG,Creator,Intel Core i9,64,2000,SSD,17,Yes,3394.99
"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6"" Gris",New,HP,MH,250,Intel Core i7,16,512,SSD,15.6,No,786.14
ASUS Vivobook Pro 15 M6500QE AMD Ryzen 7-5800H/16GB/1TB SSD/RTX 3050Ti/15.6'' (PT),New,Asus,MK,VivoBook,AMD Ryzen 7,16,1000,SSD,15.6,No,1501.55
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/16GB/1TB SSD/16.2"" Gris Espacial",New,Apple,ML,MacBook Pro,Apple M2 Pro,16,1000,SSD,16.2,No,2999.01
"ASUS TUF GAMING A15 FA507NU-R77B46CS1 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX4060/15.6"" (PT)",New,Asus,MM,TUF,AMD Ryzen 7,16,512,SSD,15.6,No,1499.96
"Dell Latitude E5440 Intel Core i5-4310U/8GB/128GB SSD/14""",Refurbished,Dell,MN,Latitude,Intel Core i5,8,128,SSD,14,No,379
"Lenovo ThinkPad T470 Intel Core i5-7300U/16GB/256GB SSD/14""",Refurbished,Lenovo,MO,ThinkPad,Intel Core i5,16,256,SSD,14,No,575
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/14""",New,Samsung,MP,Galaxy Book,Intel Evo Core i7,16,512,SSD,14,No,1889
"Lenovo Yoga Slim 7 Pro 14ARH7 AMD Ryzen 5 6600HS/8GB/512GB SSD/14""",New,Lenovo,MQ,Yoga,AMD Ryzen 5,8,512,SSD,14,No,979
"LG Gram 17Z90R-E.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/RTX 3050/17""",New,LG,MR,Gram,Intel Evo Core i7,32,512,SSD,17,No,2399
"HP EliteBook 840 G3 Intel Core i5-6200U/8GB/256GB SSD/14""",Refurbished,HP,MS,EliteBook,Intel Core i5,8,256,SSD,14,No,210.14
"ASUS ROG Strix G16 G614JI-N4007 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,Asus,MT,ROG,Intel Core i9,32,1000,SSD,16,No,2459.01
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Negro",New,Lenovo,MU,V15,Intel Core i5,8,512,SSD,15.6,No,509
"Dynabook Toshiba Satellite Pro C50-J-12X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,MV,Satellite Pro,Intel Core i3,8,256,SSD,15.6,No,679
"ASUS ROG Strix G17 G713PI-HX004 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4070/17.3""",Refurbished,Asus,MW,ROG,AMD Ryzen 9,32,1000,SSD,17.3,No,2499
"Gigabyte AORUS 15 9KF-E3ES383SD Intel Core i5-12500H/8GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,MX,Aorus,Intel Core i5,8,512,SSD,15.6,No,1086.85
"Medion Erazer Beast X40 Intel Core i9-13900HX/32GB/2TB SSD/RTX 4090/17""",New,Medion,MY,Beast,Intel Core i9,32,2000,SSD,17,No,3799
"MSI Prestige 16 A12UD-218ES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",New,MSI,MZ,Prestige,Intel Core i7,32,1000,SSD,16,No,1929.01
Lenovo Legion 5 15ACH6-990 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX3070/15.6'' (PT),Refurbished,Lenovo,NA,Legion,AMD Ryzen 7,16,512,SSD,15.6,No,1180.29
"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB SSD/14"" + Windows 11 Home",New,Alurin,NC,Flex Advance,Intel Core i5,8,256,SSD,14,No,540
"HP OMEN 17-ck0013ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",New,HP,NE,Omen,Intel Core i7,32,1000,SSD,17.3,No,1699.01
"Alurin Flex Intel Core i3-10110U/8GB/256GB SSD/nOS/14""",New,Alurin,NF,Flex,Intel Core i3,8,256,SSD,14,No,429.9
"Acer Aspire 3 A315-56-35X1 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,NG,Aspire,Intel Core i3,8,256,SSD,15.6,No,385.2
"Acer TravelMate P2 TMP215-53-58LP Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,NI,TravelMate,Intel Core i5,8,256,SSD,15.6,No,725
"Acer Extensa 15 EX215-54-50GK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,NL,Extensa,Intel Core i5,8,512,SSD,15.6,No,589
"ASUS ExpertBook B1 B1502CBA-EJ0439W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,NO,ExpertBook,Intel Core i7,16,512,SSD,15.6,No,884.99
"HP Chromebook x360 11 G3 Education Edition Intel Celeron N4020/4GB/32GB/11.6"" T谩ctil",New,HP,NP,Chromebook,Intel Celeron,4,32,,11.6,Yes,282.57
"LG Gram 14Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/14""",New,LG,NR,Gram,Intel Evo Core i7,32,1000,SSD,14,No,1999
"Acer Extensa 15 EX215-54-323B Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,NU,Extensa,Intel Core i3,8,256,SSD,15.6,No,430.99
"LG Gram 16Z90R-E.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/RTX 3050/16""",New,LG,NZ,Gram,Intel Evo Core i7,32,512,SSD,16,No,2349
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1255U/8GB/256GB SSD/15"" T谩ctil",New,Microsoft,OM,Surface Laptop,Intel Evo Core i7,8,256,SSD,15,Yes,1529
"HP EliteBook 840 G5 Intel Core i7-8550U/16GB/512GB SSD/14""",Refurbished,HP,PA,EliteBook,Intel Core i7,16,512,SSD,14,No,588
"Dynabook Toshiba Port茅g茅 X30L-K-108 Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Dynabook Toshiba,PE,Port茅g茅,Intel Core i7,16,512,SSD,13.3,No,1805.01
"Lenovo ThinkPad T440 Intel Core i5-4300U/8GB/256GB SSD/14""",Refurbished,Lenovo,PF,ThinkPad,Intel Core i5,8,256,SSD,14,No,399
"Dynabook Toshiba Tecra A50-J-1F8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,PG,Tecra,Intel Core i5,8,256,SSD,15.6,No,899.01
"ASUS Zenbook 14 OLED UM3402YA-KM063W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,PH,ZenBook,AMD Ryzen 5,16,512,SSD,14,No,856
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/14""",New,Alurin,PK,Flex,Intel Core i3,8,512,SSD,14,No,529
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/16GB/1TB SSD/14.2"" Plata",New,Apple,PL,MacBook Pro,Apple M2 Pro,16,1000,SSD,14.2,No,2749
"HP EliteBook 850 G5 i5-8250U/8GB/256GB SSD/15.6""",Refurbished,HP,PM,EliteBook,Intel Core i5,8,256,SSD,15.6,No,899.01
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/16GB/512GB SSD/16.2"" Plata",New,Apple,PN,MacBook Pro,Apple M2 Pro,16,512,SSD,16.2,No,2789
"Thomson Neo White Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Thomson,PR,Neo,Intel Celeron,4,64,eMMC,14.1,No,201.05
"ASUS VivoBook F515EA-BQ3063 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,PS,VivoBook,Intel Core i5,8,512,SSD,15.6,No,505.01
"Alurin Flex Advance AMD Ryzen 5 5500U/16GB/500GB SSD/15.6""",New,Alurin,PT,Flex Advance,AMD Ryzen 5,16,500,SSD,15.6,No,499
"ASUS VivoBook 15 F1500EA-EJ3100 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,PW,VivoBook,Intel Core i3,8,256,SSD,15.6,No,355
"ASUS Zenbook 14 OLED UM3402YA-KM094W AMD Ryzen 7 5825U/16GB/512GB SSD/14""",New,Asus,PY,ZenBook,AMD Ryzen 7,16,512,SSD,14,No,1199
"Acer ConceptD 3 Pro CN316-73P-79PD Intel Core i7-11800H/16GB/1TB SSD/T1200/16""",New,Acer,QA,ConceptD,Intel Core i7,16,1000,SSD,16,No,1899
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Lenovo,RE,V15,Intel Core i7,16,512,SSD,15.6,No,969
"Lenovo ThinkPad T15p Gen 2 Intel Core i7-11800H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,RO,ThinkPad,Intel Core i7,16,512,SSD,15.6,No,2039
"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,RS,ExpertBook,Intel Core i7,16,512,SSD,15.6,No,860
"Lenovo ThinkPad L14 Gen 2 Intel Core i5-1145G7/16 GB/256GB SSD/14""",New,Lenovo,RU,ThinkPad,Intel Core i5,16,256,SSD,14,No,869
"Acer Predator Helios 300 PH317-55-77GT Intel Core i7-11800H/32GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,RW,Predator,Intel Core i7,32,1000,SSD,17.3,No,1417.19
